segmentation,area,image_id,bbox,category_id,id_x,filename,height,width,id_y,date_captured
"[[371, 190, 377, 190, 377, 208, 371, 208]]",108,1351,"[371, 190, 6, 18]",0,11962,1_60_30_0_00021.jpg,512,640,1351,20201217
"[[427, 171, 435, 171, 435, 190, 427, 190]]",152,1351,"[427, 171, 8, 19]",0,11963,1_60_30_0_00021.jpg,512,640,1351,20201217
"[[529, 1, 565, 1, 565, 34, 529, 34]]",1188,1351,"[529, 1, 36, 33]",4,11964,1_60_30_0_00021.jpg,512,640,1351,20201217
"[[438, 27, 483, 27, 483, 69, 438, 69]]",1890,1351,"[438, 27, 45, 42]",4,11965,1_60_30_0_00021.jpg,512,640,1351,20201217
"[[223, 325, 233, 325, 233, 347, 223, 347]]",220,1352,"[223, 325, 10, 22]",0,11966,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[246, 318, 254, 318, 254, 342, 246, 342]]",192,1352,"[246, 318, 8, 24]",0,11967,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[244, 281, 253, 281, 253, 303, 244, 303]]",198,1352,"[244, 281, 9, 22]",0,11968,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[224, 395, 233, 395, 233, 418, 224, 418]]",207,1352,"[224, 395, 9, 23]",0,11969,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[424, 160, 433, 160, 433, 180, 424, 180]]",180,1352,"[424, 160, 9, 20]",0,11970,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[438, 150, 449, 150, 449, 172, 438, 172]]",242,1352,"[438, 150, 11, 22]",0,11971,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[430, 201, 448, 201, 448, 223, 430, 223]]",396,1352,"[430, 201, 18, 22]",0,11972,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[447, 201, 459, 201, 459, 225, 447, 225]]",288,1352,"[447, 201, 12, 24]",0,11973,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[380, 364, 391, 364, 391, 384, 380, 384]]",220,1352,"[380, 364, 11, 20]",0,11974,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[545, 194, 555, 194, 555, 215, 545, 215]]",210,1352,"[545, 194, 10, 21]",0,11975,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[292, 317, 302, 317, 302, 339, 292, 339]]",220,1352,"[292, 317, 10, 22]",0,11976,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[310, 270, 327, 270, 327, 298, 310, 298]]",476,1352,"[310, 270, 17, 28]",0,11977,0_60_40_0_01670.jpg,512,640,1352,20210115
"[[252, 242, 262, 242, 262, 269, 252, 269]]",270,1353,"[252, 242, 10, 27]",0,11978,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[279, 273, 287, 273, 287, 295, 279, 295]]",176,1353,"[279, 273, 8, 22]",0,11979,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[293, 273, 301, 273, 301, 298, 293, 298]]",200,1353,"[293, 273, 8, 25]",0,11980,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[303, 270, 311, 270, 311, 292, 303, 292]]",176,1353,"[303, 270, 8, 22]",0,11981,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[313, 263, 322, 263, 322, 285, 313, 285]]",198,1353,"[313, 263, 9, 22]",0,11982,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[431, 188, 438, 188, 438, 209, 431, 209]]",147,1353,"[431, 188, 7, 21]",0,11983,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[476, 203, 485, 203, 485, 221, 476, 221]]",162,1353,"[476, 203, 9, 18]",0,11984,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[378, 362, 389, 362, 389, 385, 378, 385]]",253,1353,"[378, 362, 11, 23]",0,11985,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[460, 200, 466, 200, 466, 225, 460, 225]]",150,1353,"[460, 200, 6, 25]",0,11986,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[504, 193, 512, 193, 512, 213, 504, 213]]",160,1353,"[504, 193, 8, 20]",0,11987,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[465, 204, 471, 204, 471, 225, 465, 225]]",126,1353,"[465, 204, 6, 21]",0,11988,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[495, 194, 501, 194, 501, 215, 495, 215]]",126,1353,"[495, 194, 6, 21]",0,11989,0_60_30_0_01631.jpg,512,640,1353,20210115
"[[221, 173, 229, 173, 229, 193, 221, 193]]",160,1354,"[221, 173, 8, 20]",0,11990,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[378, 104, 384, 104, 384, 122, 378, 122]]",108,1354,"[378, 104, 6, 18]",0,11991,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[291, 243, 300, 243, 300, 263, 291, 263]]",180,1354,"[291, 243, 9, 20]",0,11992,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[276, 249, 285, 249, 285, 265, 276, 265]]",144,1354,"[276, 249, 9, 16]",0,11993,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[217, 367, 226, 367, 226, 386, 217, 386]]",171,1354,"[217, 367, 9, 19]",0,11994,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[211, 394, 218, 394, 218, 411, 211, 411]]",119,1354,"[211, 394, 7, 17]",0,11995,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[198, 407, 205, 407, 205, 428, 198, 428]]",147,1354,"[198, 407, 7, 21]",0,11996,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[592, 35, 600, 35, 600, 50, 592, 50]]",120,1354,"[592, 35, 8, 15]",0,11997,1_60_30_0_00070.jpg,512,640,1354,20201217
"[[407, 75, 420, 75, 420, 103, 407, 103]]",364,1355,"[407, 75, 13, 28]",0,11998,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[502, 19, 523, 19, 523, 55, 502, 55]]",756,1355,"[502, 19, 21, 36]",0,11999,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[232, 400, 248, 400, 248, 421, 232, 421]]",336,1355,"[232, 400, 16, 21]",0,12000,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[250, 311, 267, 311, 267, 333, 250, 333]]",374,1355,"[250, 311, 17, 22]",0,12001,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[282, 331, 296, 331, 296, 354, 282, 354]]",322,1355,"[282, 331, 14, 23]",0,12002,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[286, 361, 304, 361, 304, 382, 286, 382]]",378,1355,"[286, 361, 18, 21]",0,12003,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[271, 425, 282, 425, 282, 445, 271, 445]]",220,1355,"[271, 425, 11, 20]",0,12004,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[474, 53, 499, 53, 499, 83, 474, 83]]",750,1355,"[474, 53, 25, 30]",0,12005,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[498, 1, 517, 1, 517, 16, 498, 16]]",285,1355,"[498, 1, 19, 15]",0,12006,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[293, 426, 312, 426, 312, 442, 293, 442]]",304,1355,"[293, 426, 19, 16]",0,12007,0_60_80_0_01795.jpg,512,640,1355,20210115
"[[10, 394, 46, 394, 46, 425, 10, 425]]",1116,1356,"[10, 394, 36, 31]",0,12008,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[317, 361, 332, 361, 332, 378, 317, 378]]",255,1356,"[317, 361, 15, 17]",0,12009,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[343, 366, 358, 366, 358, 380, 343, 380]]",210,1356,"[343, 366, 15, 14]",0,12010,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[245, 263, 268, 263, 268, 289, 245, 289]]",598,1356,"[245, 263, 23, 26]",0,12011,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[302, 272, 315, 272, 315, 284, 302, 284]]",156,1356,"[302, 272, 13, 12]",0,12012,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[284, 281, 301, 281, 301, 298, 284, 298]]",289,1356,"[284, 281, 17, 17]",0,12013,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[274, 297, 296, 297, 296, 313, 274, 313]]",352,1356,"[274, 297, 22, 16]",0,12014,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[355, 221, 370, 221, 370, 242, 355, 242]]",315,1356,"[355, 221, 15, 21]",0,12015,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[342, 246, 361, 246, 361, 269, 342, 269]]",437,1356,"[342, 246, 19, 23]",0,12016,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[335, 261, 356, 261, 356, 291, 335, 291]]",630,1356,"[335, 261, 21, 30]",0,12017,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[391, 296, 419, 296, 419, 322, 391, 322]]",728,1356,"[391, 296, 28, 26]",0,12018,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[436, 350, 454, 350, 454, 369, 436, 369]]",342,1356,"[436, 350, 18, 19]",0,12019,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[427, 481, 442, 481, 442, 508, 427, 508]]",405,1356,"[427, 481, 15, 27]",0,12020,1_60_80_0_00671.jpg,512,640,1356,20201217
"[[292, 17, 302, 17, 302, 34, 292, 34]]",170,1357,"[292, 17, 10, 17]",0,12021,0_130_60_0_09772.jpg,512,640,1357,20210123
"[[194, 401, 211, 401, 211, 420, 194, 420]]",323,1358,"[194, 401, 17, 19]",0,12022,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[17, 235, 30, 235, 30, 250, 17, 250]]",195,1358,"[17, 235, 13, 15]",0,12023,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[478, 381, 484, 381, 484, 399, 478, 399]]",108,1358,"[478, 381, 6, 18]",0,12024,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[484, 386, 491, 386, 491, 398, 484, 398]]",84,1358,"[484, 386, 7, 12]",0,12025,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[401, 485, 410, 485, 410, 498, 401, 498]]",117,1358,"[401, 485, 9, 13]",0,12026,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[332, 451, 342, 451, 342, 469, 332, 469]]",180,1358,"[332, 451, 10, 18]",0,12027,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[623, 217, 632, 217, 632, 228, 623, 228]]",99,1358,"[623, 217, 9, 11]",0,12028,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[304, 450, 314, 450, 314, 464, 304, 464]]",140,1358,"[304, 450, 10, 14]",0,12029,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[279, 470, 289, 470, 289, 484, 279, 484]]",140,1358,"[279, 470, 10, 14]",0,12030,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[0, 262, 29, 262, 29, 283, 0, 283]]",609,1358,"[0, 262, 29, 21]",1,12031,0_80_30_0_02105.jpg,512,640,1358,20210115
"[[99, 234, 181, 234, 181, 329, 99, 329]]",7790,1359,"[99, 234, 82, 95]",1,12032,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[172, 168, 247, 168, 247, 257, 172, 257]]",6675,1359,"[172, 168, 75, 89]",1,12033,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[216, 138, 293, 138, 293, 230, 216, 230]]",7084,1359,"[216, 138, 77, 92]",1,12034,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[278, 72, 358, 72, 358, 165, 278, 165]]",7440,1359,"[278, 72, 80, 93]",1,12035,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[308, 41, 389, 41, 389, 133, 308, 133]]",7452,1359,"[308, 41, 81, 92]",1,12036,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[342, 16, 426, 16, 426, 110, 342, 110]]",7896,1359,"[342, 16, 84, 94]",1,12037,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[381, 0, 455, 0, 455, 72, 381, 72]]",5328,1359,"[381, 0, 74, 72]",1,12038,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[425, 0, 491, 0, 491, 49, 425, 49]]",3234,1359,"[425, 0, 66, 49]",1,12039,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[487, 0, 526, 0, 526, 18, 487, 18]]",702,1359,"[487, 0, 39, 18]",1,12040,1_70_80_0_04502.jpg,512,640,1359,20210116
"[[231, 54, 247, 54, 247, 85, 231, 85]]",496,1360,"[231, 54, 16, 31]",0,12041,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[440, 159, 453, 159, 453, 191, 440, 191]]",416,1360,"[440, 159, 13, 32]",0,12042,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[464, 306, 475, 306, 475, 335, 464, 335]]",319,1360,"[464, 306, 11, 29]",0,12043,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[463, 84, 493, 84, 493, 103, 463, 103]]",570,1360,"[463, 84, 30, 19]",2,12044,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[466, 106, 489, 106, 489, 120, 466, 120]]",322,1360,"[466, 106, 23, 14]",2,12045,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[467, 149, 496, 149, 496, 173, 467, 173]]",696,1360,"[467, 149, 29, 24]",2,12046,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[466, 185, 492, 185, 492, 202, 466, 202]]",442,1360,"[466, 185, 26, 17]",2,12047,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[467, 165, 494, 165, 494, 187, 467, 187]]",594,1360,"[467, 165, 27, 22]",2,12048,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[466, 203, 499, 203, 499, 224, 466, 224]]",693,1360,"[466, 203, 33, 21]",2,12049,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[462, 227, 489, 227, 489, 249, 462, 249]]",594,1360,"[462, 227, 27, 22]",2,12050,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[465, 250, 492, 250, 492, 269, 465, 269]]",513,1360,"[465, 250, 27, 19]",2,12051,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[469, 269, 494, 269, 494, 285, 469, 285]]",400,1360,"[469, 269, 25, 16]",2,12052,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[467, 286, 499, 286, 499, 313, 467, 313]]",864,1360,"[467, 286, 32, 27]",2,12053,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[530, 349, 561, 349, 561, 375, 530, 375]]",806,1360,"[530, 349, 31, 26]",2,12054,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[537, 358, 565, 358, 565, 381, 537, 381]]",644,1360,"[537, 358, 28, 23]",2,12055,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[514, 320, 538, 320, 538, 336, 514, 336]]",384,1360,"[514, 320, 24, 16]",2,12056,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[509, 166, 538, 166, 538, 184, 509, 184]]",522,1360,"[509, 166, 29, 18]",2,12057,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[507, 303, 532, 303, 532, 317, 507, 317]]",350,1360,"[507, 303, 25, 14]",2,12058,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[512, 247, 530, 247, 530, 260, 512, 260]]",234,1360,"[512, 247, 18, 13]",2,12059,0_70_40_0_06721.jpg,512,640,1360,20210120
"[[294, 231, 347, 231, 347, 323, 294, 323]]",4876,1361,"[294, 231, 53, 92]",1,12060,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[14, 384, 51, 384, 51, 413, 14, 413]]",1073,1361,"[14, 384, 37, 29]",2,12061,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[8, 369, 33, 369, 33, 390, 8, 390]]",525,1361,"[8, 369, 25, 21]",2,12062,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[38, 408, 77, 408, 77, 442, 38, 442]]",1326,1361,"[38, 408, 39, 34]",2,12063,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[57, 423, 91, 423, 91, 454, 57, 454]]",1054,1361,"[57, 423, 34, 31]",2,12064,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[36, 447, 69, 447, 69, 483, 36, 483]]",1188,1361,"[36, 447, 33, 36]",2,12065,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[0, 479, 37, 479, 37, 506, 0, 506]]",999,1361,"[0, 479, 37, 27]",2,12066,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[73, 473, 113, 473, 113, 510, 73, 510]]",1480,1361,"[73, 473, 40, 37]",2,12067,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[93, 494, 113, 494, 113, 511, 93, 511]]",340,1361,"[93, 494, 20, 17]",2,12068,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[113, 500, 130, 500, 130, 511, 113, 511]]",187,1361,"[113, 500, 17, 11]",2,12069,1_100_70_0_05249.jpg,512,640,1361,20210118
"[[227, 487, 235, 487, 235, 505, 227, 505]]",144,1362,"[227, 487, 8, 18]",0,12070,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[238, 447, 247, 447, 247, 471, 238, 471]]",216,1362,"[238, 447, 9, 24]",0,12071,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[303, 383, 312, 383, 312, 401, 303, 401]]",162,1362,"[303, 383, 9, 18]",0,12072,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[319, 360, 328, 360, 328, 382, 319, 382]]",198,1362,"[319, 360, 9, 22]",0,12073,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[244, 214, 251, 214, 251, 233, 244, 233]]",133,1362,"[244, 214, 7, 19]",0,12074,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[347, 216, 357, 216, 357, 235, 347, 235]]",190,1362,"[347, 216, 10, 19]",0,12075,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[412, 91, 421, 91, 421, 108, 412, 108]]",153,1362,"[412, 91, 9, 17]",0,12076,1_60_30_0_00078.jpg,512,640,1362,20201217
"[[34, 335, 144, 335, 144, 427, 34, 427]]",10120,1363,"[34, 335, 110, 92]",1,12077,1_80_70_0_04736.jpg,512,640,1363,20210118
"[[266, 192, 376, 192, 376, 284, 266, 284]]",10120,1363,"[266, 192, 110, 92]",1,12078,1_80_70_0_04736.jpg,512,640,1363,20210118
"[[382, 125, 479, 125, 479, 207, 382, 207]]",7954,1363,"[382, 125, 97, 82]",1,12079,1_80_70_0_04736.jpg,512,640,1363,20210118
"[[316, 38, 330, 38, 330, 65, 316, 65]]",378,1364,"[316, 38, 14, 27]",0,12080,1_60_60_0_00510.jpg,512,640,1364,20201217
"[[254, 171, 266, 171, 266, 199, 254, 199]]",336,1364,"[254, 171, 12, 28]",0,12081,1_60_60_0_00510.jpg,512,640,1364,20201217
"[[376, 311, 395, 311, 395, 341, 376, 341]]",570,1364,"[376, 311, 19, 30]",0,12082,1_60_60_0_00510.jpg,512,640,1364,20201217
"[[388, 325, 401, 325, 401, 347, 388, 347]]",286,1364,"[388, 325, 13, 22]",0,12083,1_60_60_0_00510.jpg,512,640,1364,20201217
"[[74, 4, 102, 4, 102, 43, 74, 43]]",1092,1365,"[74, 4, 28, 39]",1,12084,1_130_60_0_10075.jpg,512,640,1365,20210123
"[[136, 122, 166, 122, 166, 175, 136, 175]]",1590,1365,"[136, 122, 30, 53]",1,12085,1_130_60_0_10075.jpg,512,640,1365,20210123
"[[213, 109, 242, 109, 242, 121, 213, 121]]",348,1366,"[213, 109, 29, 12]",1,12086,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[217, 120, 248, 120, 248, 133, 217, 133]]",403,1366,"[217, 120, 31, 13]",1,12087,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[403, 139, 437, 139, 437, 152, 403, 152]]",442,1366,"[403, 139, 34, 13]",1,12088,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[431, 172, 464, 172, 464, 188, 431, 188]]",528,1366,"[431, 172, 33, 16]",1,12089,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[520, 169, 547, 169, 547, 186, 520, 186]]",459,1366,"[520, 169, 27, 17]",1,12090,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[505, 201, 538, 201, 538, 218, 505, 218]]",561,1366,"[505, 201, 33, 17]",1,12091,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[411, 212, 445, 212, 445, 226, 411, 226]]",476,1366,"[411, 212, 34, 14]",1,12092,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[395, 160, 425, 160, 425, 177, 395, 177]]",510,1366,"[395, 160, 30, 17]",1,12093,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[401, 149, 435, 149, 435, 162, 401, 162]]",442,1366,"[401, 149, 34, 13]",1,12094,1_130_30_0_09956.jpg,512,640,1366,20210123
"[[58, 47, 76, 47, 76, 64, 58, 64]]",306,1367,"[58, 47, 18, 17]",1,12095,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[81, 44, 100, 44, 100, 64, 81, 64]]",380,1367,"[81, 44, 19, 20]",1,12096,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[115, 35, 132, 35, 132, 52, 115, 52]]",289,1367,"[115, 35, 17, 17]",1,12097,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[123, 31, 140, 31, 140, 47, 123, 47]]",272,1367,"[123, 31, 17, 16]",1,12098,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[144, 20, 168, 20, 168, 45, 144, 45]]",600,1367,"[144, 20, 24, 25]",1,12099,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[177, 14, 195, 14, 195, 31, 177, 31]]",306,1367,"[177, 14, 18, 17]",1,12100,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[161, 23, 175, 23, 175, 30, 161, 30]]",98,1367,"[161, 23, 14, 7]",1,12101,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[183, 12, 197, 12, 197, 22, 183, 22]]",140,1367,"[183, 12, 14, 10]",1,12102,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[201, 4, 225, 4, 225, 24, 201, 24]]",480,1367,"[201, 4, 24, 20]",1,12103,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[275, 358, 286, 358, 286, 376, 275, 376]]",198,1367,"[275, 358, 11, 18]",0,12104,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[386, 51, 395, 51, 395, 67, 386, 67]]",144,1367,"[386, 51, 9, 16]",0,12105,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[381, 41, 389, 41, 389, 55, 381, 55]]",112,1367,"[381, 41, 8, 14]",0,12106,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[358, 52, 366, 52, 366, 64, 358, 64]]",96,1367,"[358, 52, 8, 12]",0,12107,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[334, 58, 342, 58, 342, 76, 334, 76]]",144,1367,"[334, 58, 8, 18]",0,12108,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[251, 91, 261, 91, 261, 106, 251, 106]]",150,1367,"[251, 91, 10, 15]",0,12109,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[242, 95, 252, 95, 252, 109, 242, 109]]",140,1367,"[242, 95, 10, 14]",0,12110,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[247, 107, 262, 107, 262, 128, 247, 128]]",315,1367,"[247, 107, 15, 21]",0,12111,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[227, 100, 240, 100, 240, 114, 227, 114]]",182,1367,"[227, 100, 13, 14]",0,12112,1_100_30_0_02299.jpg,512,640,1367,20210115
"[[110, 196, 211, 196, 211, 273, 110, 273]]",7777,1368,"[110, 196, 101, 77]",3,12113,0_130_40_0_09706.jpg,512,640,1368,20210123
"[[77, 195, 106, 195, 106, 224, 77, 224]]",841,1368,"[77, 195, 29, 29]",1,12114,0_130_40_0_09706.jpg,512,640,1368,20210123
"[[275, 19, 283, 19, 283, 34, 275, 34]]",120,1369,"[275, 19, 8, 15]",0,12115,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[218, 275, 230, 275, 230, 299, 218, 299]]",288,1369,"[218, 275, 12, 24]",0,12116,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[213, 285, 220, 285, 220, 299, 213, 299]]",98,1369,"[213, 285, 7, 14]",0,12117,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[205, 279, 214, 279, 214, 296, 205, 296]]",153,1369,"[205, 279, 9, 17]",0,12118,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[535, 288, 587, 288, 587, 344, 535, 344]]",2912,1369,"[535, 288, 52, 56]",1,12119,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[585, 302, 639, 302, 639, 358, 585, 358]]",3024,1369,"[585, 302, 54, 56]",1,12120,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[624, 343, 639, 343, 639, 371, 624, 371]]",420,1369,"[624, 343, 15, 28]",1,12121,1_100_40_0_06239.jpg,512,640,1369,20210119
"[[62, 52, 150, 52, 150, 97, 62, 97]]",3960,1370,"[62, 52, 88, 45]",1,12122,1_70_40_0_07605.jpg,512,640,1370,20210120
"[[173, 81, 180, 81, 180, 92, 173, 92]]",77,1371,"[173, 81, 7, 11]",0,12123,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[179, 89, 189, 89, 189, 98, 179, 98]]",90,1371,"[179, 89, 10, 9]",0,12124,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[191, 77, 203, 77, 203, 89, 191, 89]]",144,1371,"[191, 77, 12, 12]",0,12125,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[220, 88, 233, 88, 233, 100, 220, 100]]",156,1371,"[220, 88, 13, 12]",0,12126,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[209, 97, 218, 97, 218, 110, 209, 110]]",117,1371,"[209, 97, 9, 13]",0,12127,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[208, 112, 216, 112, 216, 124, 208, 124]]",96,1371,"[208, 112, 8, 12]",0,12128,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[229, 49, 244, 49, 244, 62, 229, 62]]",195,1371,"[229, 49, 15, 13]",0,12129,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[221, 27, 231, 27, 231, 40, 221, 40]]",130,1371,"[221, 27, 10, 13]",0,12130,1_120_90_0_03040.jpg,512,640,1371,20210115
"[[489, 0, 522, 0, 522, 54, 489, 54]]",1782,1372,"[489, 0, 33, 54]",1,12131,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[424, 1, 455, 1, 455, 59, 424, 59]]",1798,1372,"[424, 1, 31, 58]",1,12132,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[369, 2, 404, 2, 404, 66, 369, 66]]",2240,1372,"[369, 2, 35, 64]",1,12133,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[315, 1, 350, 1, 350, 55, 315, 55]]",1890,1372,"[315, 1, 35, 54]",1,12134,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[265, 0, 300, 0, 300, 58, 265, 58]]",2030,1372,"[265, 0, 35, 58]",1,12135,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[601, 8, 634, 8, 634, 58, 601, 58]]",1650,1372,"[601, 8, 33, 50]",1,12136,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[419, 60, 452, 60, 452, 136, 419, 136]]",2508,1372,"[419, 60, 33, 76]",1,12137,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[462, 67, 496, 67, 496, 140, 462, 140]]",2482,1372,"[462, 67, 34, 73]",1,12138,0_100_60_0_08189.jpg,512,640,1372,20210121
"[[209, 51, 244, 51, 244, 126, 209, 126]]",2625,1372,"[209, 51, 35, 75]",1,12139,0_100_60_0_08189.jpg,512,640,1372,20210121
